ticker,revised_ticker,first_qualifying_date,last_qualifying_date,mktcap_bucket,bucket_population,rank_on_first_qualifying_date,best_rank_in_bucket,worst_rank_in_bucket,num_hh_flagpoles,hh_dates,hh_confirmed_dates,suggested_resistances,latest_suggested_resistance,is_valid_flag,resistance_override,status,streak_still_active
AAL,AAL,2021-03-04,2021-03-31,large_plus,34.0,16.0,2.0,16.0,1.0,2021-03-18,2021-03-22,26.09,26.09,,,OK,
AAMRQ^13,AAMRQ,2005-04-14,2005-04-21,,,,,,0.0,,,,,,,no_daily_bars,False
AAMRQ^13,AAMRQ,2006-09-27,2006-09-29,,,,,,0.0,,,,,,,no_daily_bars,False
AAMRQ^13,AAMRQ,2008-09-11,2008-10-01,,,,,,0.0,,,,,,,no_daily_bars,False
AAMRQ^13,AAMRQ,2008-12-19,2009-01-21,,,,,,0.0,,,,,,,no_daily_bars,False
AAMRQ^13,AAMRQ,2009-09-21,2009-10-06,,,,,,0.0,,,,,,,no_daily_bars,False
AAMRQ^13,AAMRQ,2009-12-18,2010-01-27,,,,,,0.0,,,,,,,no_daily_bars,False
AAMRQ^13,AAMRQ,2013-01-14,2013-05-31,,,,,,0.0,,,,,,,no_daily_bars,False
AAMRQ^13,AAMRQ,2013-07-24,2013-08-13,,,,,,0.0,,,,,,,no_daily_bars,False
AAMRQ^13,AAMRQ,2013-10-21,2013-12-02,,,,,,0.0,,,,,,,no_daily_bars,False
AAN.2^10,AAN,2008-11-24,2008-12-03,,,,,,0.0,,,,,,,no_pivot_yet,False
AAOI,AAOI,2015-09-11,2015-09-16,small,20.0,7.0,7.0,8.0,2.0,2015-09-09; 2015-10-28,2015-09-11; 2015-10-30,22.4; 21.59,21.59,,,OK,
AAOI,AAOI,2016-11-22,2016-11-28,small,30.0,4.0,3.0,4.0,1.0,2016-11-21,2016-11-23,27.28,27.28,,,OK,
AAOI,AAOI,2017-01-20,2017-08-08,small,24.0,5.0,1.0,9.0,12.0,2017-01-18; 2017-02-06; 2017-02-14; 2017-02-21; 2017-03-07; 2017-03-27; 2017-05-01; 2017-05-12; 2017-05-23; 2017-06-06; 2017-07-27; 2017-09-19,2017-01-20; 2017-02-08; 2017-02-16; 2017-02-23; 2017-03-09; 2017-03-29; 2017-05-03; 2017-05-16; 2017-05-25; 2017-06-08; 2017-07-31; 2017-09-21,31.61; 32.79; 36.7; 38.89; 56.14; 60.19; 52.1; 67.01; 71.7; 75.59; 103.41; 71.29,71.29,,,OK,
AAOI,AAOI,2018-04-26,2018-05-07,small,19.0,16.0,12.0,16.0,3.0,2018-04-27; 2018-05-08; 2018-06-04,2018-05-01; 2018-05-10; 2018-06-06,34.52; 35.7399; 49.75,49.75,,,OK,
AAOI,AAOI,2018-07-06,2018-07-23,small,21.0,15.0,13.0,16.0,3.0,2018-07-13; 2018-08-08; 2018-08-29,2018-07-17; 2018-08-10; 2018-08-31,50.3; 46.0; 43.95,43.95,,,OK,
AAOI,AAOI,2023-07-06,2023-09-05,small,30.0,4.0,1.0,6.0,4.0,2023-07-13; 2023-08-15; 2023-08-24; 2023-10-02,2023-07-17; 2023-08-17; 2023-08-28; 2023-10-04,11.48; 15.9; 16.26; 11.68,11.68,,,OK,
AAOI,AAOI,2023-11-16,2024-01-03,small,31.0,1.0,1.0,4.0,3.0,2023-11-20; 2023-12-19; 2024-02-06,2023-11-22; 2023-12-21; 2024-02-08,14.63; 24.08; 20.64,20.64,,,OK,
AAOI,AAOI,2024-11-11,2024-12-16,small,62.0,11.0,7.0,15.0,3.0,2024-11-25; 2024-12-04; 2024-12-26,2024-11-27; 2024-12-06; 2024-12-30,39.61; 44.5; 41.27,41.27,,,OK,
AAOI,AAOI,2026-02-27,2026-06-17,mid,80.0,10.0,1.0,10.0,6.0,2026-03-11; 2026-04-13; 2026-04-21; 2026-05-01; 2026-05-13; 2026-06-04,2026-03-13; 2026-04-15; 2026-04-23; 2026-05-05; 2026-05-15; 2026-06-08,128.96; 155.4; 173.4099; 191.87; 233.67; 209.64,209.64,,,OK,
AAOI,AAOI,2026-08-21,2026-08-27,,,,,,0.0,,,,,,,no_pivot_yet,False
AAP,AAP,2025-06-05,2025-06-11,mid,34.0,13.0,13.0,16.0,2.0,2025-06-11; 2025-07-11,2025-06-13; 2025-07-15,53.5999; 63.26,63.26,,,OK,
AAWW^23,AAWW,2011-12-01,2011-12-12,small,10.0,8.0,7.0,15.0,3.0,2011-11-30; 2012-01-03; 2012-01-11,2011-12-02; 2012-01-05; 2012-01-13,42.27; 39.87; 41.99,41.99,,,OK,
AAWW^23,AAWW,2016-05-10,2016-05-24,small,40.0,15.0,9.0,15.0,1.0,2016-06-09,2016-06-13,47.24,47.24,,,OK,
ABAT,ABAT,2021-01-04,2021-02-19,small,152.0,8.0,1.0,15.0,1.0,2021-01-25,2021-01-27,4.9,4.9,,,OK,
ABAT,ABAT,2025-09-22,2025-10-24,small,101.0,16.0,4.0,16.0,1.0,2025-10-15,2025-10-17,11.49,11.49,,,OK,
ABAX^18,ABAX,2006-04-06,2006-04-07,,,,,,0.0,,,,,,,no_pivot_yet,False
ABAX^18,ABAX,2008-01-23,2008-01-24,,,,,,0.0,,,,,,,no_pivot_yet,False
ABBV,ABBV,2018-02-09,2018-02-14,large_plus,8.0,3.0,3.0,4.0,2.0,2018-02-20; 2018-02-27,2018-02-22; 2018-03-01,121.55; 122.0,122.0,,,OK,
ABCL,ABCL,2022-11-02,2022-12-02,mid,41.0,10.0,6.0,15.0,1.0,2022-11-15,2022-11-17,14.97,14.97,,,OK,
ABCL,ABCL,2026-08-14,2026-09-09,mid,85.0,2.0,1.0,4.0,2.0,2026-08-19; 2026-08-27,2026-08-21; 2026-08-31,12.15; 12.5799,12.5799,,,OK,
ABEO,ABEO,2015-05-06,2015-06-02,small,25.0,13.0,7.0,14.0,2.0,2015-05-20; 2015-06-23,2015-05-22; 2015-06-25,10.85; 178.75,178.75,,,OK,
ABEO,ABEO,2017-09-07,2017-10-31,small,14.0,4.0,2.0,8.0,5.0,2017-09-05; 2017-09-18; 2017-09-29; 2017-10-11; 2017-11-29,2017-09-07; 2017-09-20; 2017-10-03; 2017-10-13; 2017-12-01,381.125; 447.5; 472.5; 568.75; 442.375,442.375,,,OK,
ABEO,ABEO,2018-01-04,2018-01-05,small,33.0,14.0,14.0,16.0,1.0,2018-01-29,2018-01-31,461.25,461.25,,,OK,
ABEO,ABEO,2018-04-11,2018-05-02,small,21.0,14.0,9.0,16.0,1.0,2018-04-23,2018-04-25,550.0,550.0,,,OK,
ABKFQ^13,ABKFQ,2007-12-27,2008-01-04,,,,,,0.0,,,,,,,no_daily_bars,False
ABKFQ^13,ABKFQ,2008-09-02,2008-09-15,,,,,,0.0,,,,,,,no_daily_bars,False
ABLE,ABLE,2005-06-06,2005-06-10,small,24.0,2.0,1.0,2.0,1.0,2005-06-06,2005-06-08,22.98,22.98,,,OK,
ABMD^22,ABMD,2012-02-09,2012-02-23,small,42.0,4.0,4.0,11.0,3.0,2012-02-13; 2012-03-13; 2012-03-26,2012-02-15; 2012-03-15; 2012-03-28,24.74; 22.48; 23.8,23.8,,,OK,
ABMD^22,ABMD,2015-08-21,2015-08-31,mid,8.0,3.0,2.0,4.0,2.0,2015-09-09; 2015-09-17,2015-09-11; 2015-09-21,98.9; 107.88,107.88,,,OK,
ABMD^22,ABMD,2018-10-10,2018-10-11,large_plus,2.0,2.0,2.0,2.0,1.0,2018-11-07,2018-11-09,427.6975,427.6975,,,OK,
ABMD^22,ABMD,2019-11-18,2019-11-21,,,,,,0.0,,,,,,,no_pivot_yet,False
ABNB,ABNB,2021-11-26,2021-11-29,large_plus,27.0,16.0,14.0,16.0,1.0,2022-01-04,2022-01-06,175.9,175.9,,,OK,
ABNB,ABNB,2022-02-24,2022-03-01,large_plus,12.0,5.0,5.0,11.0,3.0,2022-03-24; 2022-03-29; 2022-04-05,2022-03-28; 2022-03-31; 2022-04-07,171.0; 178.88; 179.09,179.09,,,OK,
ABOS,ABOS,2022-09-30,2022-10-20,small,23.0,2.0,2.0,8.0,2.0,2022-09-30; 2022-11-15,2022-10-04; 2022-11-17,10.97; 7.12,7.12,,,OK,
ABOS,ABOS,2023-08-04,2023-08-07,,,,,,0.0,,,,,,,no_pivot_yet,False
ABSI,ABSI,2026-06-24,2026-07-17,small,100.0,10.0,6.0,10.0,2.0,2026-06-29; 2026-08-20,2026-07-01; 2026-08-24,12.055; 10.03,10.03,,,OK,
ABSI,ABSI,2026-08-28,2026-09-01,,,,,,0.0,,,,,,,no_pivot_yet,False
ABTC,ABTC,2025-07-18,2025-09-23,small,129.0,8.0,1.0,13.0,1.0,2025-09-03,2025-09-05,217.8,217.8,,,OK,
ABTS,ABTS,2021-04-05,2021-07-26,small,67.0,9.0,1.0,12.0,4.0,2021-04-05; 2021-05-27; 2021-06-24; 2021-07-12,2021-04-07; 2021-06-01; 2021-06-28; 2021-07-14,110.7; 365.4; 398.55; 470.7,470.7,,,OK,
ABUS,ABUS,2014-03-07,2014-03-26,,,,,,0.0,,,,,,,no_pivot_yet,False
ABUS,ABUS,2014-08-12,2014-10-16,small,7.0,2.0,2.0,16.0,5.0,2014-08-11; 2014-08-28; 2014-09-23; 2014-10-03; 2014-11-18,2014-08-13; 2014-09-02; 2014-09-25; 2014-10-07; 2014-11-20,26.05; 22.26; 25.7999; 29.93; 17.48,17.48,,,OK,
ABUS,ABUS,2015-01-13,2015-02-09,small,39.0,6.0,4.0,14.0,3.0,2015-01-13; 2015-01-29; 2015-03-20,2015-01-15; 2015-02-02; 2015-03-24,25.4; 26.73; 21.37,21.37,,,OK,
ABUS,ABUS,2021-12-17,2021-12-23,,,,,,0.0,,,,,,,no_pivot_yet,False
ABVEF,ABVEF,2025-07-15,2025-08-27,small,117.0,3.0,1.0,13.0,1.0,2025-10-08,2025-10-10,5.9542,5.9542,,,OK,
ABVEF,ABVEF,2025-10-08,2025-10-28,small,148.0,2.0,2.0,11.0,1.0,2025-10-16,2025-10-20,6.56,6.56,,,OK,
ABVX,ABVX,2025-08-06,2025-08-15,mid,39.0,1.0,1.0,1.0,1.0,2025-09-05,2025-09-09,92.91,92.91,,,OK,
ABVX,ABVX,2025-11-13,2026-01-12,mid,71.0,1.0,1.0,2.0,4.0,2025-11-26; 2025-12-10; 2025-12-24; 2026-02-20,2025-12-01; 2025-12-12; 2025-12-29; 2026-02-24,130.25; 138.4899; 148.83; 133.42,133.42,,,OK,
ABWTQ^10,ABWTQ,2007-10-29,2007-11-02,,,,,,0.0,,,,,,,no_daily_bars,False
ACAD,ACAD,2006-02-15,2006-02-23,small,34.0,15.0,10.0,15.0,2.0,2006-03-06; 2006-03-17,2006-03-08; 2006-03-21,15.67; 17.94,17.94,,,OK,
ACAD,ACAD,2007-03-20,2007-04-19,small,9.0,2.0,2.0,10.0,2.0,2007-03-27; 2007-04-04,2007-03-29; 2007-04-09,16.84; 17.08,17.08,,,OK,
ACAD,ACAD,2009-08-24,2009-08-31,small,84.0,8.0,8.0,15.0,1.0,2009-10-06,2009-10-08,2.08,2.08,,,OK,
ACAD,ACAD,2012-11-28,2013-07-01,small,6.0,1.0,1.0,14.0,10.0,2012-11-27; 2013-01-15; 2013-01-28; 2013-03-08; 2013-03-21; 2013-04-11; 2013-05-20; 2013-06-10; 2013-07-18; 2013-08-06,2012-11-29; 2013-01-17; 2013-01-30; 2013-03-12; 2013-03-25; 2013-04-15; 2013-05-22; 2013-06-12; 2013-07-22; 2013-08-08,6.535; 6.0; 6.88; 6.67; 8.81; 13.92; 14.75; 20.09; 20.68; 21.85,21.85,,,OK,
ACAD,ACAD,2013-10-08,2013-10-11,,,,,,0.0,,,,,,,no_pivot_yet,False
ACAD,ACAD,2013-12-10,2014-01-13,mid,8.0,6.0,4.0,6.0,2.0,2013-12-26; 2014-02-12,2013-12-30; 2014-02-14,26.5; 25.8,25.8,,,OK,
ACAD,ACAD,2014-02-25,2014-03-17,mid,8.0,6.0,4.0,16.0,1.0,2014-02-28,2014-03-04,32.0,32.0,,,OK,
ACAD,ACAD,2015-03-12,2015-03-18,mid,18.0,7.0,4.0,7.0,2.0,2015-03-10; 2015-04-17,2015-03-12; 2015-04-21,46.48; 39.33,39.33,,,OK,
ACAD,ACAD,2016-04-06,2016-04-21,mid,25.0,14.0,5.0,14.0,4.0,2016-04-07; 2016-04-14; 2016-04-25; 2016-05-25,2016-04-11; 2016-04-18; 2016-04-27; 2016-05-27,34.06; 35.14; 35.18; 35.7,35.7,,,OK,
ACAD,ACAD,2016-06-21,2016-06-22,mid,9.0,7.0,6.0,7.0,1.0,2016-07-28,2016-08-01,37.99,37.99,,,OK,
ACAD,ACAD,2016-10-03,2016-10-04,mid,8.0,7.0,7.0,8.0,1.0,2016-11-10,2016-11-14,30.2299,30.2299,,,OK,
ACAD,ACAD,2016-11-25,2017-01-24,mid,14.0,13.0,3.0,13.0,7.0,2016-12-05; 2016-12-20; 2016-12-27; 2017-01-09; 2017-02-09; 2017-02-16; 2017-02-23,2016-12-07; 2016-12-22; 2016-12-29; 2017-01-11; 2017-02-13; 2017-02-21; 2017-02-27,28.78; 30.14; 30.98; 33.3294; 39.04; 40.49; 40.83,40.83,,,OK,
ACAD,ACAD,2018-09-28,2018-10-30,mid,12.0,9.0,2.0,11.0,3.0,2018-09-27; 2018-11-02; 2018-11-29,2018-10-01; 2018-11-06; 2018-12-03,22.22; 23.55; 21.03,21.03,,,OK,
ACAD,ACAD,2019-09-12,2019-10-02,mid,12.0,4.0,1.0,6.0,3.0,2019-09-16; 2019-10-22; 2019-11-12,2019-09-18; 2019-10-24; 2019-11-14,44.85; 44.1; 47.79,47.79,,,OK,
ACAD,ACAD,2020-02-26,2020-02-28,mid,40.0,15.0,15.0,15.0,1.0,2020-04-07,2020-04-09,44.72,44.72,,,OK,
ACAD,ACAD,2020-04-16,2020-04-17,mid,31.0,15.0,15.0,16.0,2.0,2020-04-27; 2020-05-19,2020-04-29; 2020-05-21,52.74; 53.1343,53.1343,,,OK,
ACAD,ACAD,2021-12-14,2022-01-06,mid,18.0,14.0,6.0,15.0,4.0,2021-12-20; 2022-02-02; 2022-02-10; 2022-02-16,2021-12-22; 2022-02-04; 2022-02-14; 2022-02-18,27.19; 24.02; 27.235; 27.81,27.81,,,OK,
ACAD,ACAD,2022-02-23,2022-03-02,mid,40.0,9.0,9.0,11.0,2.0,2022-03-24; 2022-04-07,2022-03-28; 2022-04-11,27.39; 28.055,28.055,,,OK,
ACAD,ACAD,2023-12-22,2024-01-03,mid,49.0,15.0,12.0,15.0,1.0,2023-12-22,2023-12-27,32.59,32.59,,,OK,
ACAD,ACAD,2025-05-20,2025-06-05,mid,42.0,16.0,12.0,16.0,3.0,2025-05-16; 2025-06-04; 2025-06-20,2025-05-20; 2025-06-06; 2025-06-24,25.23; 23.4; 23.24,23.24,,,OK,
ACAS^17,ACAS,2010-02-04,2010-03-16,small,22.0,15.0,4.0,15.0,3.0,2010-03-10; 2010-04-07; 2010-04-21,2010-03-12; 2010-04-09; 2010-04-23,4.93; 5.75; 6.4325,6.4325,,,OK,
ACAS^17,ACAS,2010-04-30,2010-05-12,small,47.0,13.0,11.0,15.0,2.0,2010-04-30; 2010-06-16,2010-05-04; 2010-06-18,6.65; 5.89,5.89,,,OK,
ACB,ACB,2017-11-27,2018-02-01,mid,9.0,1.0,1.0,2.0,1.0,2018-03-06,2018-03-08,93.0,93.0,,,OK,
ACB,ACB,2018-06-08,2018-07-06,mid,16.0,10.0,6.0,16.0,2.0,2018-06-07; 2018-06-22,2018-06-11; 2018-06-26,79.0; 80.39999999999999,80.39999999999999,,,OK,
ACB,ACB,2018-09-05,2018-10-23,mid,9.0,6.0,2.0,16.0,3.0,2018-09-25; 2018-10-16; 2018-10-23,2018-09-27; 2018-10-18; 2018-10-25,104.2; 125.2; 1035.6,1035.6,,,OK,
ACB,ACB,2019-01-22,2019-04-03,mid,23.0,9.0,2.0,14.0,5.0,2019-02-04; 2019-03-06; 2019-03-19; 2019-04-22; 2019-04-30,2019-02-06; 2019-03-08; 2019-03-21; 2019-04-24; 2019-05-02,1000.2; 1010.4; 1238.4; 1107.6; 1124.4,1124.4,,,OK,
ACB,ACB,2024-04-23,2024-05-03,small,26.0,11.0,8.0,16.0,1.0,2024-04-30,2024-05-02,9.35,9.35,,,OK,
ACB,ACB,2024-08-12,2024-08-28,small,27.0,6.0,4.0,13.0,3.0,2024-08-15; 2024-09-17; 2024-09-30,2024-08-19; 2024-09-19; 2024-10-02,7.2; 6.13; 6.23,6.23,,,OK,
ACCO,ACCO,2005-08-22,2005-08-31,small,12.0,6.0,6.0,8.0,3.0,2005-09-16; 2005-09-27; 2005-10-03,2005-09-20; 2005-09-29; 2005-10-05,28.4; 28.52; 28.58,28.58,,,OK,
ACC^22,ACC,2008-10-06,2008-10-09,small,52.0,15.0,9.0,15.0,1.0,2008-10-03,2008-10-07,37.0,37.0,,,OK,
ACET,ACET,2021-12-06,2022-01-13,small,30.0,14.0,3.0,15.0,5.0,2021-12-08; 2021-12-21; 2022-01-04; 2022-02-01; 2022-02-10,2021-12-10; 2021-12-23; 2022-01-06; 2022-02-03; 2022-02-14,252.32; 265.36; 295.84; 215.52; 254.8,254.8,,,OK,
ACF^10,ACF,2008-05-07,2008-05-14,small,66.0,13.0,10.0,15.0,2.0,2008-05-05; 2008-05-12,2008-05-07; 2008-05-14,14.7; 14.94,14.94,,,OK,
ACF^10,ACF,2009-05-01,2009-05-04,small,260.0,16.0,11.0,16.0,2.0,2009-05-12; 2009-06-01,2009-05-14; 2009-06-03,11.5; 14.4,14.4,,,OK,
ACGL,ACGL,2008-10-03,2008-10-06,mid,40.0,12.0,12.0,12.0,1.0,2008-10-29,2008-10-31,8.1111,8.1111,,,OK,
ACGL,ACGL,2008-12-03,2008-12-15,mid,47.0,14.0,11.0,16.0,2.0,2008-12-08; 2008-12-31,2008-12-10; 2009-01-05,7.7767; 7.79,7.79,,,OK,
ACGN^23,ACGN,2014-01-13,2014-03-24,,,,,,0.0,,,,,,,no_pivot_yet,False
ACGN^23,ACGN,2015-01-02,2015-01-20,,,,,,0.0,,,,,,,no_pivot_yet,False
ACH,ACH,2019-09-12,2019-11-06,small,36.0,11.0,1.0,13.0,3.0,2019-09-13; 2019-11-07; 2019-12-17,2019-09-17; 2019-11-11; 2019-12-19,8.99; 8.33; 8.48,8.48,,,OK,
ACH,ACH,2020-08-24,2020-10-08,,,,,,0.0,,,,,,,no_pivot_yet,False
ACH,ACH,2020-12-14,2021-01-15,mid,121.0,8.0,8.0,16.0,4.0,2020-12-17; 2021-01-07; 2021-02-22; 2021-02-25,2020-12-21; 2021-01-11; 2021-02-24; 2021-03-01,9.33; 9.81; 12.94; 13.45,13.45,,,OK,
ACH,ACH,2022-01-14,2022-01-18,mid,12.0,7.0,7.0,13.0,3.0,2022-01-12; 2022-02-10; 2022-02-22,2022-01-14; 2022-02-14; 2022-02-24,15.84; 16.76; 17.75,17.75,,,OK,
ACH,ACH,2023-11-13,2023-11-15,,,,,,0.0,,,,,,,no_pivot_yet,False
ACHC,ACHC,2018-10-29,2018-11-14,mid,5.0,3.0,2.0,14.0,1.0,2018-11-02,2018-11-06,45.35,45.35,,,OK,
ACHC,ACHC,2026-07-15,2026-07-31,mid,96.0,12.0,6.0,13.0,2.0,2026-07-22; 2026-08-26,2026-07-24; 2026-08-28,35.83; 32.865,32.865,,,OK,
ACHHY^23,ACHHY,2007-08-06,2007-10-30,,,,,,0.0,,,,,,,no_pivot_yet,False
ACHN.1^20,ACHN,2011-06-30,2011-07-27,small,7.0,4.0,4.0,9.0,1.0,2011-06-28,2011-06-30,8.95,8.95,,,OK,
ACHN.1^20,ACHN,2012-01-11,2012-03-22,small,10.0,2.0,2.0,12.0,2.0,2012-01-13; 2012-03-09,2012-01-18; 2012-03-13,12.95; 11.25,11.25,,,OK,
ACHN.1^20,ACHN,2014-06-11,2014-07-07,small,13.0,1.0,1.0,4.0,3.0,2014-06-10; 2014-06-20; 2014-07-11,2014-06-12; 2014-06-24; 2014-07-15,7.81; 8.61; 7.96,7.96,,,OK,
ACHN.1^20,ACHN,2014-08-20,2014-09-19,small,11.0,1.0,1.0,2.0,4.0,2014-08-20; 2014-09-04; 2014-10-09; 2014-10-28,2014-08-22; 2014-09-08; 2014-10-13; 2014-10-30,10.18; 13.8; 10.99; 12.62,12.62,,,OK,
ACHN.1^20,ACHN,2014-11-06,2015-02-04,small,22.0,1.0,1.0,13.0,5.0,2014-11-13; 2014-12-08; 2014-12-22; 2015-01-26; 2015-02-26,2014-11-17; 2014-12-10; 2014-12-24; 2015-01-28; 2015-03-02,15.0; 15.31; 16.87; 16.54; 12.94,12.94,,,OK,
ACHN.1^20,ACHN,2015-09-30,2015-11-04,small,16.0,14.0,14.0,16.0,3.0,2015-10-22; 2015-11-10; 2015-11-30,2015-10-26; 2015-11-12; 2015-12-02,8.59; 10.63; 10.49,10.49,,,OK,
ACHR,ACHR,2023-06-14,2023-09-13,small,52.0,9.0,2.0,16.0,5.0,2023-06-14; 2023-07-18; 2023-08-01; 2023-08-23; 2023-10-11,2023-06-16; 2023-07-20; 2023-08-03; 2023-08-25; 2023-10-13,4.875; 5.58; 7.1; 7.49; 5.61,5.61,,,OK,
ACHR,ACHR,2023-11-15,2023-12-26,small,23.0,2.0,2.0,15.0,2.0,2023-11-20; 2023-12-14,2023-11-22; 2023-12-18,6.65; 7.015,7.015,,,OK,
ACHR,ACHR,2024-11-25,2025-01-15,mid,68.0,15.0,6.0,16.0,5.0,2024-11-29; 2024-12-18; 2024-12-27; 2025-01-07; 2025-02-18,2024-12-03; 2024-12-20; 2024-12-31; 2025-01-10; 2025-02-20,9.84; 10.58; 11.69; 12.475; 11.84,11.84,,,OK,
ACHR,ACHR,2025-05-05,2025-07-18,mid,17.0,1.0,1.0,14.0,5.0,2025-05-02; 2025-05-16; 2025-06-11; 2025-06-30; 2025-07-18,2025-05-06; 2025-05-20; 2025-06-13; 2025-07-02; 2025-07-22,9.61; 13.92; 12.52; 11.0599; 13.73,13.73,,,OK,
ACI,ACI,2021-09-15,2021-09-20,large_plus,17.0,5.0,5.0,5.0,2.0,2021-09-29; 2021-10-25,2021-10-01; 2021-10-27,32.4; 31.42,31.42,,,OK,
ACI,ACI,2022-03-21,2022-03-22,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIA^21,ACIA,2017-08-11,2017-09-12,small,16.0,14.0,14.0,14.0,3.0,2017-08-24; 2017-09-19; 2017-10-09,2017-08-28; 2017-09-21; 2017-10-11,50.1; 50.08; 48.9,48.9,,,OK,
ACIA^21,ACIA,2018-11-12,2018-11-21,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIC,ACIC,2015-02-20,2015-02-23,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2008-02-08,2008-03-06,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2008-04-18,2008-07-02,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2009-05-26,2009-06-17,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2009-08-06,2009-08-11,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2009-09-23,2009-10-30,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2011-11-03,2011-11-15,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2012-08-02,2012-08-23,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2012-10-15,2012-11-12,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2013-05-23,2013-06-05,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2013-08-19,2013-09-03,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2013-11-14,2013-12-13,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2014-11-11,2014-11-28,,,,,,0.0,,,,,,,no_pivot_yet,False
ACIIQ^16,ACIIQ,2015-08-28,2015-09-15,,,,,,0.0,,,,,,,no_pivot_yet,False
ACLI^10,ACLI,2007-12-14,2007-12-17,mid,14.0,12.0,12.0,13.0,1.0,2008-01-17,2008-01-22,73.0,73.0,,,OK,
ACLI^10,ACLI,2008-01-31,2008-02-01,mid,16.0,13.0,11.0,13.0,2.0,2008-01-31; 2008-02-19,2008-02-04; 2008-02-21,82.68; 81.2,81.2,,,OK,
ACLI^10,ACLI,2008-04-28,2008-05-09,,,,,,0.0,,,,,,,no_pivot_yet,False
ACLS,ACLS,2006-02-23,2006-03-01,,,,,,0.0,,,,,,,no_pivot_yet,False
ACLS,ACLS,2006-05-22,2006-05-24,small,23.0,14.0,10.0,14.0,2.0,2006-06-02; 2006-06-30,2006-06-06; 2006-07-05,6.89; 6.15,6.15,,,OK,
ACLS,ACLS,2017-06-15,2017-06-21,small,21.0,9.0,7.0,10.0,2.0,2017-07-19; 2017-07-27,2017-07-21; 2017-07-31,23.75; 23.9,23.9,,,OK,
