ticker,revised_ticker,first_qualifying_date,rank_that_day,population_that_day,hh_date,hh_price,pivot_kind,pullback_date,resistance_confirmed_date,suggested_resistance,is_valid_flag,resistance_override,status,streak_still_active
AAOI,AAOI,7/31/2017,1,73,7/27/2017,103.41,HL,9/8/2017,9/12/2017,59.25,,,OK,
AAOI,AAOI,7/6/2023,1,188,7/13/2023,11.48,HL,7/18/2023,7/20/2023,11.48,,,OK,
AAOI,AAOI,7/6/2023,1,188,7/13/2023,11.48,LH,7/25/2023,7/27/2023,9,,,OK,
AAOI,AAOI,7/10/2023,1,159,8/15/2023,15.9,HL,8/18/2023,8/22/2023,15.9,,,OK,
AAOI,AAOI,7/17/2023,3,159,8/24/2023,16.26,HL,8/28/2023,8/30/2023,16.26,,,OK,
AAOI,AAOI,7/25/2023,2,181,8/24/2023,16.26,LH,8/31/2023,9/5/2023,15.78,,,OK,
AAOI,AAOI,8/7/2023,4,228,8/24/2023,16.26,LH,9/18/2023,9/20/2023,10.24,,,OK,
AAOI,AAOI,8/30/2023,4,153,8/24/2023,16.26,HL,9/21/2023,9/25/2023,10.24,,,OK,
AAOI,AAOI,11/16/2023,5,271,11/20/2023,14.63,HL,11/27/2023,11/29/2023,14.63,,,OK,
AAOI,AAOI,11/16/2023,5,271,11/20/2023,14.63,HL,11/30/2023,12/4/2023,14.63,,,OK,
AAOI,AAOI,11/16/2023,5,271,12/19/2023,24.08,HL,12/21/2023,12/26/2023,24.08,,,OK,
AAOI,AAOI,11/16/2023,5,271,12/19/2023,24.08,LH,12/26/2023,12/28/2023,23.66,,,OK,
AAOI,AAOI,11/28/2023,4,180,12/19/2023,24.08,LH,1/10/2024,1/12/2024,22.85,,,OK,
AAOI,AAOI,9/4/2024,4,197,9/4/2024,13.65,HL,9/6/2024,9/10/2024,13.65,,,OK,
AAOI,AAOI,9/4/2024,4,197,9/12/2024,14.99,HL,9/18/2024,9/20/2024,14.99,,,OK,
AAOI,AAOI,9/12/2024,5,223,10/18/2024,20.34,HL,10/23/2024,10/25/2024,20.34,,,OK,
AAOI,AAOI,12/23/2025,9,416,12/23/2025,41.96,HL,12/31/2025,1/5/2026,41.96,,,OK,
AAOI,AAOI,12/23/2025,9,416,12/23/2025,41.96,LH,1/5/2026,1/7/2026,41.35,,,OK,
AAOI,AAOI,12/23/2025,9,416,12/23/2025,41.96,LH,1/16/2026,1/21/2026,40.05,,,OK,
AAOI,AAOI,12/23/2025,9,416,1/22/2026,41.39,HL,1/26/2026,1/28/2026,40.05,,,OK,
AAOI,AAOI,2/25/2026,10,783,3/11/2026,128.96,HL,3/17/2026,3/19/2026,128.96,,,OK,
AAOI,AAOI,2/25/2026,10,783,3/11/2026,128.96,HL,3/20/2026,3/24/2026,128.96,,,OK,
AAOI,AAOI,2/25/2026,10,783,3/11/2026,128.96,LH,3/25/2026,3/27/2026,118.75,,,OK,
AAOI,AAOI,3/3/2026,3,857,4/13/2026,155.4,HL,4/15/2026,4/17/2026,155.4,,,OK,
AAOI,AAOI,3/16/2026,10,826,4/21/2026,173.4099,LH,4/24/2026,4/28/2026,164.87,,,OK,
AAOI,AAOI,3/16/2026,10,826,4/21/2026,173.4099,HL,4/28/2026,4/30/2026,164.87,,,OK,
AAWW^23,AAWW,4/14/2020,34,1652,4/29/2020,35.64,HL,5/4/2020,5/6/2020,35.64,,,OK,
AAWW^23,AAWW,4/14/2020,34,1652,5/7/2020,39.5,HL,5/14/2020,5/18/2020,39.5,,,OK,
AAWW^23,AAWW,4/14/2020,34,1652,5/19/2020,40.37,HL,5/22/2020,5/27/2020,40.37,,,OK,
ABAT,ABAT,,,,,,,,,,,,no_pivot_yet,FALSE
ABAT,ABAT,,,,,,,,,,,,no_pivot_yet,FALSE
ABAT,ABAT,1/21/2025,6,339,12/27/2024,4.11,LH,1/16/2025,1/21/2025,2.25,,,OK,
ABAT,ABAT,1/21/2025,6,339,12/27/2024,4.11,LH,1/31/2025,2/4/2025,1.65,,,OK,
ABAT,ABAT,1/21/2025,6,339,12/27/2024,4.11,LH,2/14/2025,2/19/2025,1.3892,,,OK,
ABAT,ABAT,1/21/2025,6,339,12/27/2024,4.11,LH,3/3/2025,3/5/2025,1.07,,,OK,
ABAT,ABAT,7/24/2025,7,310,7/25/2025,3.89,HL,8/1/2025,8/5/2025,3.89,,,OK,
ABAT,ABAT,7/24/2025,7,310,7/25/2025,3.89,LH,8/4/2025,8/6/2025,2.65,,,OK,
ABAT,ABAT,7/24/2025,7,310,8/15/2025,2.87,HL,8/20/2025,8/22/2025,2.87,,,OK,
ABAT,ABAT,7/24/2025,7,310,8/15/2025,2.87,LH,8/26/2025,8/28/2025,2.82,,,OK,
ABAT,ABAT,7/24/2025,7,310,8/15/2025,2.87,HL,9/2/2025,9/4/2025,2.82,,,OK,
ABAT,ABAT,10/10/2025,7,509,10/15/2025,11.49,HL,10/17/2025,10/21/2025,11.49,,,OK,
ABAT,ABAT,10/10/2025,7,509,10/15/2025,11.49,LH,10/21/2025,10/23/2025,7.04,,,OK,
ABAT,ABAT,10/10/2025,7,509,10/15/2025,11.49,HL,10/22/2025,10/24/2025,7.04,,,OK,
ABAT,ABAT,10/10/2025,7,509,10/15/2025,11.49,LH,10/24/2025,10/28/2025,6.53,,,OK,
ABAT,ABAT,10/10/2025,7,509,10/15/2025,11.49,LH,11/10/2025,11/12/2025,4.69,,,OK,
ABAT,ABAT,10/10/2025,7,509,10/15/2025,11.49,LH,11/20/2025,11/24/2025,4.25,,,OK,
ABAX^18,ABAX,11/12/2007,8,440,11/19/2007,34.6,HL,11/26/2007,11/28/2007,34.6,,,OK,
ABAX^18,ABAX,11/12/2007,8,440,11/19/2007,34.6,LH,12/3/2007,12/5/2007,34.23,,,OK,
ABAX^18,ABAX,11/12/2007,8,440,11/19/2007,34.6,HL,12/4/2007,12/6/2007,34.23,,,OK,
ABAX^18,ABAX,11/12/2007,8,440,12/11/2007,37.3,HL,12/17/2007,12/19/2007,37.3,,,OK,
ABCL,ABCL,8/12/2026,14,653,8/19/2026,12.15,HL,8/24/2026,8/26/2026,12.15,,,OK,
ABCL,ABCL,8/12/2026,14,653,8/27/2026,12.5799,HL,9/2/2026,9/4/2026,12.5799,,,OK,
ABCL,ABCL,8/12/2026,14,653,8/27/2026,12.5799,LH,9/3/2026,9/8/2026,11.82,,,OK,
ABEO,ABEO,,,,,,,,,,,,no_pivot_yet,FALSE
ABEO,ABEO,9/8/2017,2,57,9/5/2017,381.125,HL,9/13/2017,9/15/2017,381.125,,,OK,
ABEO,ABEO,9/8/2017,2,57,9/18/2017,447.5,HL,9/25/2017,9/27/2017,447.5,,,OK,
ABEO,ABEO,9/8/2017,2,57,9/29/2017,472.5,HL,10/9/2017,10/11/2017,472.5,,,OK,
ABEO,ABEO,9/8/2017,2,57,10/11/2017,568.75,LH,10/17/2017,10/19/2017,458.75,,,OK,
ABEO,ABEO,9/11/2017,2,59,10/11/2017,568.75,LH,10/23/2017,10/25/2017,510,,,OK,
ABEO,ABEO,4/13/2018,4,157,4/23/2018,550,HL,4/26/2018,4/30/2018,550,,,OK,
ABEO,ABEO,4/13/2018,4,157,4/23/2018,550,LH,5/2/2018,5/4/2018,480,,,OK,
ABEO,ABEO,4/13/2018,4,157,4/23/2018,550,LH,5/7/2018,5/9/2018,486.25,,,OK,
ABEO,ABEO,4/13/2018,4,157,4/23/2018,550,HL,5/11/2018,5/15/2018,486.25,,,OK,
ABG,ABG,5/10/2022,10,1072,5/4/2022,201.05,HL,5/12/2022,5/16/2022,201.05,,,OK,
ABG,ABG,5/10/2022,10,1072,5/4/2022,201.05,LH,5/17/2022,5/19/2022,194.639,,,OK,
ABG,ABG,5/10/2022,10,1072,5/4/2022,201.05,LH,5/27/2022,6/1/2022,185.73,,,OK,
ABG,ABG,5/10/2022,10,1072,5/4/2022,201.05,HL,6/3/2022,6/7/2022,185.73,,,OK,
ABG,ABG,5/16/2022,15,1026,6/9/2022,190.74,LH,6/28/2022,6/30/2022,182.6,,,OK,
ABKFQ^13,ABKFQ,,,,,,,,,,,,no_daily_bars,FALSE
ABKFQ^13,ABKFQ,,,,,,,,,,,,no_daily_bars,FALSE
ABKFQ^13,ABKFQ,,,,,,,,,,,,no_daily_bars,FALSE
ABMD^22,ABMD,8/24/2015,6,409,8/13/2015,110.6758,HL,8/24/2015,8/26/2015,110.6758,,,OK,
ABMD^22,ABMD,8/24/2015,6,409,8/13/2015,110.6758,LH,9/3/2015,9/8/2015,97.98,,,OK,
ABMD^22,ABMD,8/24/2015,6,409,8/13/2015,110.6758,HL,9/4/2015,9/9/2015,97.98,,,OK,
ABMD^22,ABMD,8/24/2015,6,409,9/9/2015,98.9,HL,9/10/2015,9/14/2015,98.9,,,OK,
ABMD^22,ABMD,8/24/2015,6,409,9/17/2015,107.88,LH,10/5/2015,10/7/2015,92.95,,,OK,
ABOS,ABOS,9/28/2022,2,443,9/30/2022,10.97,HL,10/14/2022,10/18/2022,10.97,,,OK,
ABOS,ABOS,9/28/2022,2,443,9/30/2022,10.97,HL,10/21/2022,10/25/2022,10.97,,,OK,
ABOS,ABOS,9/28/2022,2,443,9/30/2022,10.97,LH,10/24/2022,10/26/2022,8.0357,,,OK,
ABOS,ABOS,9/28/2022,2,443,9/30/2022,10.97,LH,11/8/2022,11/10/2022,7,,,OK,
ABOS,ABOS,10/14/2022,13,606,11/15/2022,7.12,HL,11/22/2022,11/25/2022,7,,,OK,
ABOS,ABOS,10/18/2022,11,530,11/15/2022,7.12,LH,11/28/2022,11/30/2022,6.615,,,OK,
ABSI,ABSI,2/11/2022,15,725,2/14/2022,9.32,HL,2/15/2022,2/17/2022,9.32,,,OK,
ABSI,ABSI,2/11/2022,15,725,2/14/2022,9.32,HL,2/24/2022,2/28/2022,9.32,,,OK,
ABSI,ABSI,2/11/2022,15,725,3/3/2022,9.68,HL,3/8/2022,3/10/2022,9.68,,,OK,
ABSI,ABSI,2/11/2022,15,725,3/3/2022,9.68,LH,3/11/2022,3/15/2022,9.38,,,OK,
ABSI,ABSI,2/11/2022,15,725,3/3/2022,9.68,LH,3/18/2022,3/22/2022,9.25,,,OK,
ABSI,ABSI,2/16/2022,12,592,3/3/2022,9.68,LH,3/30/2022,4/1/2022,8.98,,,OK,
ABSI,ABSI,6/24/2026,8,768,6/29/2026,12.055,HL,7/1/2026,7/6/2026,12.055,,,OK,
ABSI,ABSI,6/24/2026,8,768,6/29/2026,12.055,HL,7/17/2026,7/21/2026,12.055,,,OK,
ABSI,ABSI,6/24/2026,8,768,6/29/2026,12.055,HL,7/29/2026,7/31/2026,12.055,,,OK,
ABSI,ABSI,6/30/2026,8,739,6/29/2026,12.055,LH,8/12/2026,8/14/2026,9.67,,,OK,
ABSI,ABSI,7/6/2026,6,737,6/29/2026,12.055,HL,8/18/2026,8/20/2026,9.67,,,OK,
ABT,ABT,10/20/2008,29,1708,9/29/2008,60.78,HL,10/16/2008,10/20/2008,57.16,,,OK,
ABT,ABT,10/20/2008,29,1708,10/17/2008,58.24,HL,10/24/2008,10/28/2008,57.16,,,OK,
ABT,ABT,10/20/2008,29,1708,10/17/2008,58.24,LH,11/5/2008,11/7/2008,57.4,,,OK,
ABT,ABT,10/20/2008,29,1708,10/17/2008,58.24,HL,11/6/2008,11/10/2008,57.4,,,OK,
ABT,ABT,10/20/2008,29,1708,10/17/2008,58.24,LH,11/10/2008,11/12/2008,56.88,,,OK,
ABT,ABT,10/20/2008,29,1708,10/17/2008,58.24,HL,11/13/2008,11/17/2008,56.88,,,OK,
ABT,ABT,10/20/2008,29,1708,11/14/2008,57.33,LH,11/28/2008,12/2/2008,52.67,,,OK,
ABT,ABT,10/21/2008,32,1695,11/14/2008,57.33,LH,12/3/2008,12/5/2008,53.48,,,OK,
ABTC,ABTC,,,,,,,,,,,,no_pivot_yet,FALSE
ABTS,ABTS,,,,,,,,,,,,no_pivot_yet,FALSE
ABTS,ABTS,,,,,,,,,,,,no_pivot_yet,FALSE
ABTS,ABTS,,,,,,,,,,,,no_pivot_yet,FALSE
ABUS,ABUS,,,,,,,,,,,,no_pivot_yet,FALSE
ABUS,ABUS,,,,,,,,,,,,no_pivot_yet,FALSE
ABUS,ABUS,,,,,,,,,,,,no_pivot_yet,FALSE
ABUS,ABUS,7/23/2020,7,450,7/24/2020,9.02,HL,7/29/2020,7/31/2020,9.02,,,OK,
ABUS,ABUS,7/23/2020,7,450,7/24/2020,9.02,LH,7/30/2020,8/3/2020,4.495,,,OK,
ABUS,ABUS,7/23/2020,7,450,8/6/2020,4.8853,LH,8/17/2020,8/19/2020,3.58,,,OK,
ABUS,ABUS,7/30/2020,8,409,8/6/2020,4.8853,LH,9/9/2020,9/11/2020,2.68,,,OK,
ABUS,ABUS,12/13/2021,14,850,12/1/2021,6.5,LH,12/10/2021,12/14/2021,4.67,,,OK,
ABUS,ABUS,12/13/2021,14,850,12/1/2021,6.5,HL,12/17/2021,12/21/2021,4.67,,,OK,
ABUS,ABUS,12/13/2021,14,850,12/1/2021,6.5,LH,12/20/2021,12/22/2021,4.5,,,OK,
ABUS,ABUS,12/13/2021,14,850,12/1/2021,6.5,LH,12/31/2021,1/4/2022,4.03,,,OK,
ABUS,ABUS,12/16/2021,18,893,12/1/2021,6.5,LH,1/26/2022,1/28/2022,2.87,,,OK,
ABVEF,ABVEF,,,,,,,,,,,,no_pivot_yet,FALSE
ABVX,ABVX,8/6/2025,1,414,7/31/2025,75.51,HL,8/6/2025,8/8/2025,75.51,,,OK,
ABVX,ABVX,8/6/2025,1,414,7/31/2025,75.51,LH,8/8/2025,8/12/2025,72.9799,,,OK,
ABVX,ABVX,8/6/2025,1,414,7/31/2025,75.51,LH,8/13/2025,8/15/2025,73.9,,,OK,
ABVX,ABVX,8/6/2025,1,414,7/31/2025,75.51,HL,8/14/2025,8/18/2025,73.9,,,OK,
ABVX,ABVX,8/6/2025,1,414,7/31/2025,75.51,HL,8/20/2025,8/22/2025,73.9,,,OK,
ABVX,ABVX,8/8/2025,1,455,9/5/2025,92.91,HL,9/18/2025,9/22/2025,92.91,,,OK,
ABVX,ABVX,8/12/2025,2,434,9/5/2025,92.91,LH,9/24/2025,9/26/2025,84.99,,,OK,
ABVX,ABVX,8/15/2025,2,459,9/5/2025,92.91,HL,9/25/2025,9/29/2025,84.99,,,OK,
ABVX,ABVX,7/2/2026,6,735,7/6/2026,147.98,HL,7/8/2026,7/10/2026,147.98,,,OK,
ABVX,ABVX,7/2/2026,6,735,7/6/2026,147.98,LH,7/16/2026,7/20/2026,139.395,,,OK,
ABVX,ABVX,7/2/2026,6,735,7/6/2026,147.98,LH,7/31/2026,8/4/2026,127.51,,,OK,
ABVX,ABVX,7/2/2026,6,735,7/6/2026,147.98,LH,8/7/2026,8/11/2026,133.52,,,OK,
ABWTQ^10,ABWTQ,,,,,,,,,,,,no_daily_bars,FALSE
ACAD,ACAD,3/20/2007,1,49,3/27/2007,16.84,HL,4/2/2007,4/4/2007,16.84,,,OK,
ACAD,ACAD,3/20/2007,1,49,4/4/2007,17.08,HL,4/12/2007,4/16/2007,17.08,,,OK,
ACAD,ACAD,3/20/2007,1,49,4/4/2007,17.08,LH,4/17/2007,4/19/2007,16.37,,,OK,
ACAD,ACAD,11/27/2012,1,64,11/27/2012,6.535,HL,12/10/2012,12/12/2012,6.535,,,OK,
ACAD,ACAD,11/27/2012,1,64,11/27/2012,6.535,LH,12/12/2012,12/14/2012,5.18,,,OK,
ACAD,ACAD,11/27/2012,1,64,11/27/2012,6.535,HL,12/14/2012,12/18/2012,5.18,,,OK,
ACAD,ACAD,11/27/2012,1,64,11/27/2012,6.535,HL,12/27/2012,12/31/2012,5.18,,,OK,
ACAD,ACAD,11/27/2012,1,64,11/27/2012,6.535,LH,1/7/2013,1/9/2013,5.0899,,,OK,
ACAD,ACAD,12/10/2012,1,36,1/15/2013,6,HL,1/18/2013,1/23/2013,6,,,OK,
ACAD,ACAD,12/24/2012,1,37,1/28/2013,6.88,HL,2/1/2013,2/5/2013,6.88,,,OK,
ACAD,ACAD,4/12/2013,1,40,4/11/2013,13.92,HL,4/19/2013,4/23/2013,13.92,,,OK,
ACAD,ACAD,4/12/2013,1,40,4/11/2013,13.92,LH,4/24/2013,4/26/2013,13.8,,,OK,
ACAD,ACAD,4/12/2013,1,40,4/11/2013,13.92,LH,5/15/2013,5/17/2013,13.65,,,OK,
ACAD,ACAD,4/15/2013,1,67,5/20/2013,14.75,HL,5/23/2013,5/28/2013,14.75,,,OK,
ACAD,ACAD,4/15/2013,1,67,5/20/2013,14.75,LH,5/28/2013,5/30/2013,14.74,,,OK,
ACAD,ACAD,4/22/2013,2,86,5/20/2013,14.75,HL,6/3/2013,6/5/2013,14.74,,,OK,
ACAD,ACAD,5/3/2013,1,55,6/10/2013,20.09,HL,6/13/2013,6/17/2013,20.09,,,OK,
ACAD,ACAD,4/8/2016,4,178,4/7/2016,34.06,HL,4/12/2016,4/14/2016,34.06,,,OK,
ACAD,ACAD,4/8/2016,4,178,4/14/2016,35.14,HL,4/18/2016,4/20/2016,35.14,,,OK,
ACAD,ACAD,4/8/2016,4,178,4/14/2016,35.14,LH,4/19/2016,4/21/2016,34.43,,,OK,
ACAD,ACAD,4/8/2016,4,178,4/25/2016,35.18,LH,5/2/2016,5/4/2016,34.25,,,OK,
ACAD,ACAD,4/8/2016,4,178,4/25/2016,35.18,LH,5/11/2016,5/13/2016,30.29,,,OK,
ACAD,ACAD,4/8/2016,4,178,4/25/2016,35.18,HL,5/12/2016,5/16/2016,30.29,,,OK,
ACAD,ACAD,10/11/2018,6,254,9/27/2018,22.22,HL,10/11/2018,10/15/2018,22.09,,,OK,
ACAD,ACAD,10/11/2018,6,254,11/2/2018,23.55,LH,11/16/2018,11/20/2018,19.24,,,OK,
ACAD,ACAD,10/11/2018,6,254,11/2/2018,23.55,HL,11/20/2018,11/23/2018,19.24,,,OK,
ACAD,ACAD,10/3/2019,2,230,9/16/2019,44.85,HL,10/2/2019,10/4/2019,44.85,,,OK,
ACAD,ACAD,10/3/2019,2,230,9/16/2019,44.85,LH,10/11/2019,10/15/2019,40.83,,,OK,
ACAD,ACAD,10/3/2019,2,230,9/16/2019,44.85,HL,10/14/2019,10/16/2019,40.83,,,OK,
ACAD,ACAD,10/3/2019,2,230,10/22/2019,44.1,HL,10/24/2019,10/28/2019,44.1,,,OK,
ACAD,ACAD,10/3/2019,2,230,10/22/2019,44.1,LH,10/31/2019,11/4/2019,43.94,,,OK,
ACAD,ACAD,10/3/2019,2,230,10/22/2019,44.1,HL,11/6/2019,11/8/2019,43.94,,,OK,
ACAD,ACAD,10/7/2019,2,202,11/12/2019,47.79,HL,11/18/2019,11/20/2019,47.79,,,OK,
ACAD,ACAD,12/17/2021,15,901,12/9/2021,23.35,HL,12/15/2021,12/17/2021,23.35,,,OK,
ACAD,ACAD,12/17/2021,15,901,12/20/2021,27.19,LH,12/28/2021,12/30/2021,25.09,,,OK,
ACAD,ACAD,12/17/2021,15,901,12/20/2021,27.19,HL,12/31/2021,1/4/2022,25.09,,,OK,
ACAD,ACAD,12/17/2021,15,901,12/20/2021,27.19,LH,1/5/2022,1/7/2022,24.99,,,OK,
ACAD,ACAD,12/17/2021,15,901,12/20/2021,27.19,LH,1/14/2022,1/19/2022,23.07,,,OK,
ACAD,ACAD,12/17/2021,15,901,12/20/2021,27.19,LH,1/20/2022,1/24/2022,22.91,,,OK,
ACAD,ACAD,12/17/2021,15,901,12/20/2021,27.19,LH,1/26/2022,1/28/2022,22.87,,,OK,
ACAD,ACAD,12/20/2021,8,908,12/20/2021,27.19,HL,1/28/2022,2/1/2022,22.87,,,OK,
ACAS^17,ACAS,1/6/2009,10,594,1/6/2009,5.7961,HL,1/20/2009,1/22/2009,5.7961,,,OK,
ACAS^17,ACAS,1/6/2009,10,594,1/6/2009,5.7961,LH,2/9/2009,2/11/2009,2.698,,,OK,
ACAS^17,ACAS,3/25/2009,14,743,1/6/2009,5.7961,LH,3/26/2009,3/30/2009,1.9765,,,OK,
ACAS^17,ACAS,3/25/2009,14,743,1/6/2009,5.7961,HL,3/30/2009,4/1/2009,1.9765,,,OK,
ACAS^17,ACAS,3/25/2009,14,743,4/2/2009,2.2118,HL,4/7/2009,4/9/2009,2.2118,,,OK,
ACAS^17,ACAS,3/25/2009,14,743,4/14/2009,2.4235,HL,4/21/2009,4/23/2009,2.4235,,,OK,
ACAS^17,ACAS,3/25/2009,14,743,4/14/2009,2.4235,LH,4/24/2009,4/28/2009,2.2118,,,OK,
ACAS^17,ACAS,3/25/2009,14,743,4/14/2009,2.4235,HL,4/28/2009,4/30/2009,2.2118,,,OK,
ACAS^17,ACAS,3/25/2009,14,743,5/5/2009,4.3608,HL,5/6/2009,5/8/2009,4.3608,,,OK,
ACAS^17,ACAS,4/1/2009,6,680,5/5/2009,4.3608,LH,5/11/2009,5/13/2009,3.0196,,,OK,
ACAS^17,ACAS,4/3/2009,1,640,5/5/2009,4.3608,HL,5/14/2009,5/18/2009,3.0196,,,OK,
ACAS^17,ACAS,4/6/2009,1,655,5/5/2009,4.3608,LH,5/19/2009,5/21/2009,2.8706,,,OK,
ACAS^17,ACAS,7/1/2009,5,289,6/16/2009,3.6784,LH,7/1/2009,7/6/2009,3.25,,,OK,
ACAS^17,ACAS,7/1/2009,5,289,6/16/2009,3.6784,HL,7/8/2009,7/10/2009,3.25,,,OK,
ACAS^17,ACAS,7/1/2009,5,289,6/16/2009,3.6784,LH,7/15/2009,7/17/2009,3.05,,,OK,
ACAS^17,ACAS,7/1/2009,5,289,8/3/2009,3.7,HL,8/6/2009,8/10/2009,3.7,,,OK,
ACAS^17,ACAS,7/1/2009,5,289,8/3/2009,3.7,LH,8/10/2009,8/12/2009,3.34,,,OK,
ACAS^17,ACAS,7/13/2009,4,288,8/3/2009,3.7,LH,8/21/2009,8/25/2009,2.965,,,OK,
